Someone is walking forward starting with the right leg 2 steps, then turning around his left side facing backwards and doing another 2 steps. 	 someone is walking forward starting with the right leg 2 steps then turning around his left side facing backwards and doing another 2 steps
A Person is walking forward than rotates 180 degree in it's right foot and walks back with a slight shift to the right. 	 a person is walking forward than rotates 180 degrees in it is right foot and walks back with a slight shift to the right
a person walks, picks up an object and inspects it 	 a person walks picks up an object and inspects it
A person walks forwards four steps. 	 a person walks forwards 4 steps
a person walks straight forward 	 a person walks straight forward
A human walks slowly 4 steps on one line. 	 a human walks slowly 4 steps on 1 line
A human is walking a few steps 	 a human is walking a few steps
A human performs a 180° counter clockwise jump. 	 a human performs a 180 degrees counter clockwise jump
a person walks 90° of a circle 	 a person walks 90 degrees of a circle
A person walks in a quater circle to the right taking 4 steps and starting with the right foot. 	 a person walks in a quarter circle to the right taking 4 steps and starting with the right foot
a person walks to the right performing a quarter circle 	 a person walks to the right performing a quarter circle
A person walks forward and is pushed gently to the left 	 a person walks forward and is pushed gently to the left
A person walks forward avoiding an obstacle on the floor by stepping around it. 	 a person walks forward avoiding an obstacle on the floor by stepping around it
A person appears to begin walking in a circle. 	 a person appears to begin walking in a circle
human goes in a quater circle counterclockwise starting with left 	 human goes in a quarter circle counterclockwise starting with left
Walking in a quarter circle to the left. 	 walking in a quarter circle to the left
A person walks forwards and stops without moving their arms. 	 a person walks forwards and stops without moving their arms
Someone walks forward 	 someone walks forward
A person walks forward without being in a hurry. 	 a person walks forward without being in a hurry
A person is walking forward. 	 a person is walking forward
A person walking slowly forwards, then turning on the left foot and walking back again. 	 a person walking slowly forwards then turning on the left foot and walking back again
A human is walks 2 steps, turns on its left food and walks back to the same spot where it started. 	 a human is walks 2 steps turns on its left food and walks back to the same spot where it started
